Comment,Comment_Title,Date,User Rating,User_Account_Link,Username
Forget about all these books written by egg-heads for egg-heads. This book gives you a few simple guidelines to manage your everyday life.,So complicated and yet so simple,"February 3, 2019",4.0,/gp/profile/amzn1.account.AFIL45FCOI5OKD2PVNN4MV3ITL5A,Torben Jensen
"Very helpful book for getting your life back in order and finding that you actually have more time than you imagined. Don't buy this book if you don't want to have a total revolution in the way you get things done, it's a life changer.",The title of the book says it all,"January 31, 2019",5.0,/gp/profile/amzn1.account.AFTX4RCPTT5VHCFYTXT33PHUJB6A,Thomas
Just used it once so far but the product was well made and fit and performed as I expected.,Worked Great and was made well,"January 26, 2019",5.0,/gp/profile/amzn1.account.AFRJF7RXS2PX6CN44KTBYRKPOH7A,Kindle Customer
"The approach and the way of thinking described in this book are very good. The downside is that the author goes in circles describing the same things over and over again in different words. If laid in simple words, the approach can fit in 10 pages. I skipped 1/3 of the book because it was too repetitive.",Very helpful but too much repetition,"January 26, 2019",5.0,/gp/profile/amzn1.account.AGUXRKONMDBLZ354HTUAJIZO5SWQ,Vladimir
"On so i know that headline is key understated for a 5-star review, but have you read any other business or productivity book? They tend to be a story article inflated to hundreds of pages and filled with terrible examples to convince you of... Something. Not so with this book. GTD I'd exactly as long as it needs to be and i believe i got immense value our of it already. I will definitely be coming back to this in a few months.","Not Terrible, actually useful!","January 25, 2019",5.0,/gp/profile/amzn1.account.AHOUNCBBA2KGI6DRLMRAFUC5PSCQ,Erik
"I'm so much more organized now.And I know what I'm *not* doing.Which doesn't make sense if you haven't implemented GTD, but it's important to know when you choose to work on, say Project A for the rest of the day, that  you know you're also not working on Projects B, C, D....  And that's OK, *if* you know what you're not doing, and you know that none of that is on fire.Highly reccommended. The audiobook is good too.You have to be patient with yourself, though, this is a lot of habit changes all at once, and it's hard.Basically it boils down to:1. write everything down that you think of.2. look at everything you've written down - are you going to do it now, do it later, does it mean you have a 'project' to do, or is it something you'd like to do... maybe... or someday...3. review your list of projects regularly, to make sure you aren't dropping the ball on anything4. repeat.There's more to it than that, but that's the short version.",This book changed my life,"January 23, 2019",5.0,/gp/profile/amzn1.account.AFZKSRWTJVJYZ5VZWP6HHGNOCTOQ,Kindle Customer
Hose was exactly as expected.,Very convenient,"January 18, 2019",5.0,/gp/profile/amzn1.account.AH7C6K67YLURGK4UGWL3SQMLZJ5Q,Kirk Hooper
Used as a guide for One Note.Good book.,Getting Organized.,"January 18, 2019",5.0,/gp/profile/amzn1.account.AGJB2PY3C3MWGW4OLVRC5QPCA7YA,William M.
I am still reading it but so far so good.,Worth to spend your time,"January 17, 2019",5.0,/gp/profile/amzn1.account.AHXWYURBBDT322CHDJSANKMELHTA,Sp
I only wish I had bought 100 ft. Great product. Will see its durability after winter months in use at a pony farm!,Works as adver,"January 15, 2019",5.0,/gp/profile/amzn1.account.AH5NHMMUXS3P7USQWPJJB5HNERGA,Deb Michela
Fit perfect in my medicine cabinet and now I don't have to worry every time I open it up if one or more lipsticks might fall out. Definitely would recommend it.,Works perfectly!,"January 14, 2019",5.0,/gp/profile/amzn1.account.AHUWA5URIC67Y5U2NNOG23KXV66Q,Linda Sue
"Disliked very plastic flavor, and no directions on cleaning or storing when not in use!I liked it, was very light and comfortable.Using for snow skiing.  Snow shoeing.  Bicycling and hiking later in the season.","Light, compact and streamlined.  Front crossover both size and height adjustable strap","January 11, 2019",4.0,/gp/profile/amzn1.account.AFSA3XW2WHK2IEHBTGCW3LGCGJFQ,Bunny00707
100% recommended,Inspiring,"January 9, 2019",5.0,/gp/profile/amzn1.account.AG26GNF4OZQNK4QUA7KXOLSV2LCA,Maria Garcia Bonini
This book helped me to get my work organized and stay productive in such a manner that I have never experienced before.,A must read for every Executive,"January 8, 2019",5.0,/gp/profile/amzn1.account.AHSPQGO5XE7ZE7AO6QSD6VCEN5PA,Indika
Its project participation is useful. It suggests clarifying the goals of your projects. It recommends preparing next actions to move forward tasks and projects. For those who like to make a full map of things this book is great.,Good for your projects,"January 7, 2019",5.0,/gp/profile/amzn1.account.AF6A6VDYKUZ6E47LSQNR2TGDUDJQ,Amazon Customer
So true and it works!,GTD. Yes!,"January 5, 2019",5.0,/gp/profile/amzn1.account.AETT7E22K5UADEMJNZPIBC76QYZQ,Luann Masters
Hard to listen to and does not keep your interest. I couldn’t finish the book and don’t feel I learned anything.,No,"January 4, 2019",1.0,/gp/profile/amzn1.account.AF5AXXAGTGOXPIWLAKTHELLK355Q,Nikki
"I was happy to learn that I had been doing much of this on my own, intuitively however, this book was both inspirational and aspirational. Reading a chapter a day in the morning motivated me to focus and organize my day/week regardless of how I was feeling initially. That alone made the book/method invaluable. I highly recommend it.",Great book.,"January 3, 2019",5.0,/gp/profile/amzn1.account.AGPPQXFYSCIJYMC7NUTNL2UAWSVA,Hal
GTD kicks butt! I implemented it in Trello and it helped me a lot to get things going!,Simple method but it works,"January 2, 2019",5.0,/gp/profile/amzn1.account.AGWGD2DSYTQOI3G2AXIRSVEK27MA,Skarpa
"Great book on productivity and managing your time.What does has not been scheduled will never be done. Capturing, capturing and reviewing are the great lessons I have learnt.",Great book,"January 2, 2019",5.0,/gp/profile/amzn1.account.AGUJ25OITTIBCZ2GUX5FIRHRIEIA,TImothy Murekefu
I bought this for my son who hikes and rides trails on his bike. Affordable and durable product.,Great Product,"January 2, 2019",5.0,/gp/profile/amzn1.account.AH3PHH5QUMB3J6IXNMZVCLD5DTRA,Elizabeth Ward
There are so many things to try it will be difficult to decide what to do first.  The way GID works I know I will be more efficient even just using the collection phase.,So much to try,"January 1, 2019",5.0,/gp/profile/amzn1.account.AGCDZ763IYC6WZDYSM3ZYZZLTPIA,Bryan Lee
"I ordered this light to be used as a reading lamp.  Unfortunately it is too small for its original intended purpose.  The good news is that it is perfect for use on some of my power tools .  It would also be great used with a sewing machine or as a light for doing hobby projects.  It is a great value and very well made, just smaller than I expected.  I will probably buy a couple more for my workshop.",Great little light,"January 1, 2019",5.0,/gp/profile/amzn1.account.AH6CH2NGZACQ4AAX6FZG4YJY2JHQ,P. Woodland
"I have two wood lathe,s, and it is a must to be see what is going on all the time.  I have a light on both lathe, and can move it any where, inside or out of the work piece.  Had trouble getting fine dust in the switch and had to replace the switch on the older one.  Wouldn't do without it.  Very cheap and gives a good bright light.  Ron",I can see what is going on from any direction.,"December 30, 2018",5.0,/gp/profile/amzn1.account.AHJNSHZON7TUCFLCRW4BU4GD2KSA,Ronald spittler
Overhead lighting at work is subpar so these lights make it easier to read my gages. Gages is not misspelled for a machinist. Meteorologists use guages.,Lights,"December 30, 2018",5.0,/gp/profile/amzn1.account.AEYNZSSLVNX7EYKKBVOX4CUGYA7A,D Fields
"I'm not real big on self-help books, but many people were telling me this book would help me. They were not wrong. The book is detailed yet very clear. It helped me a lot. I am now more productive and I have less stress. It is obvious to me now that these two go together. I didn't really think about it that way before.",Helped me both be more productive and have less stress,"December 29, 2018",5.0,/gp/profile/amzn1.account.AELBDEW26TJVSGL4ZCUKNLTGONWQ,Paul Scherf
"Very useful tools, for myself and for helping others!","Updated, useful skills and techniques!","December 28, 2018",5.0,/gp/profile/amzn1.account.AFRVZNEEY4AWSZKID6YSCLK4UXLQ,Mark F
"I have read the original edition and picked this new edition up in the local bookstore.It might sound insane to give it 1 star without commenting on the content.But this is a utility book, I wrote notes and highlighted the heck out of my original copy so I can learn and retain the knowledge.The pages in this new edition will bleed through easily with any highlighter or ink pen, and erasing pencil marks will likely tear through the pages.If this is a 1000 pages novel I'd understand. But this is national best seller with hundreds of pages only.They make so much money but shortchange the consumer with this lower quality production.",Printed and bound using cheapest possible paper,"November 25, 2018",1.0,/gp/profile/amzn1.account.AH6CB53TSIELEPWXXXI6ERGECQ4A,gadget lover
"Hard for me to read since I have a hard time getting things done, sounded like a great idea though",Not for me,"November 17, 2018",3.0,/gp/profile/amzn1.account.AE4VXCPI6ACMQAJO5UZCVDRHOKOA,Marcus
The book is him talking about this for 267 pages. Look at the graph. You don't need 267 pages to understand how to use this.,This picture is his model of how to get things done.,"November 9, 2018",1.0,/gp/profile/amzn1.account.AFV42L4DVS45A6LDEWVN47IXF3AQ,john
Have only used it once so far but happy with the foil cutter and how quickly it removed the cork from a bottle,Works well with a full charge,"November 4, 2018",4.0,/gp/profile/amzn1.account.AESBEHNO3MFGC4KSXYKCD6VPKSXA,Minnie Bourque
Best money I have ever spent on anything. GTD has clarified my life more than even I could have dreamed possible.,Best Buy ever!,"November 4, 2018",5.0,/gp/profile/amzn1.account.AEY5HO33VTNO3S3TZII43REGAR7A,mimaguire66
Love them!!  Work awesome,Love Love Love,"November 4, 2018",5.0,/gp/profile/amzn1.account.AFVSIKQNVLO3UZ2OO3ONAL7F2ZUA,PigNHo
"The GTD is about a mental shift and emptying your mind of the stuff that do better in an external system. Two critical remarks: the narrative is sometimes too complex and a system must be simple for it to work long term. Otherwise the risk is that it takes too much mental energy. But again once you do the work proposed you will reach a stage where it has been integrated into your thinking and therefore simple.Second, the context as proposed here is probably outdated. My office is wherever my computer or phone is. Therefore to have think about putting actions in a context where you’re in different places is not so up-to-date. Wouldn’t work for me.",Mental Shift,"November 3, 2018",4.0,/gp/profile/amzn1.account.AGZ7MJUUELCU56FW2A2X3L5N4AIA,Gabriel Bar-Sawme
"Adopting the whole system is daunting and I am not there yet, but having adopted parts of it have already helpedme focus and be productive.",Even parts of the system are helpful.,"October 30, 2018",5.0,/gp/profile/amzn1.account.AFWTJRN3QZDUYBIM2KBEKLZTBUDA,Richard E. Grandy
Nothing in this book did I dislike.  I use the book for great inspiration and knowledge.,Very compelling writing.,"October 29, 2018",5.0,/gp/profile/amzn1.account.AGR6DHYGHBJUIQHFVVHMTOJDEABQ,D. Dudley
I like this product I intend on using in after I have my baby,Good product,"October 28, 2018",4.0,/gp/profile/amzn1.account.AEJX626NU3KOCIME7HPHGRRPHRFQ,Shelly Hosten
seems like good quality. havent used it yet,good so far,"October 26, 2018",5.0,/gp/profile/amzn1.account.AHEOILS3PD54M26W22RIIVRY76OQ,Asher Horowitz
"Book arrived as advertised, and two days early.",Delivered as promised,"October 24, 2018",5.0,/gp/profile/amzn1.account.AFLCZHHNJ3JOKW6H5R4KMNMX6HMQ,Roger
Muy buen libro.,La mejor recomendación que me han hecho.,"October 14, 2018",5.0,/gp/profile/amzn1.account.AFVWS7UMM6XBNXVTP47MBHWREGBQ,Katia Hernandez
Perfect for Lower Back Pain as well!! Because it is more comfortable to sit in and drive in than a regular back brace that has metal or plastic inserts in it. I will be ordering another one,Great for Lower Back pain as well...,"October 14, 2018",5.0,/gp/profile/amzn1.account.AHUP3BBXZWCDTWYG6YE53IJQYO2A,Candace L.
Not particularly useful as a back support,Mixed feelings,"October 11, 2018",2.0,/gp/profile/amzn1.account.AHGX2MA6LZDIOHCKGRE7VWDOLLLQ,B. Hamilton
Absolutely love these tins. Perfect for my shave soaps. Very pleased with the quick shipping. Tins came in perfect condition. I would definitely recommend.,Very nice product arrived in perfect condition and very quick shipping.,"October 11, 2018",5.0,/gp/profile/amzn1.account.AEIFJDKBFATZ4ME5RZ3Y3NBNX7DQ,John Vitz 
Exactly what I needed. Quick ship,Quality,"October 11, 2018",5.0,/gp/profile/amzn1.account.AHQVIK3AZCKQWCEPV2NUB4YMBC7Q,garyld
great quality for the price,quality,"October 11, 2018",5.0,/gp/profile/amzn1.account.AHHRRY5JZZCIFULFTMMYBL7JFIXQ,thomas etheredge
I like that it's big enough to fit me properly. I am using it post surgical and helps so much more than what the hospital sends you home with.,Works well.,"October 10, 2018",5.0,/gp/profile/amzn1.account.AGR7LFURFNLFIXVFRHTWNS6OWFRQ,tamico miller
